Company Name,Company Link,Location,Booth Number,Description
"Scanner Optics Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104284,"Shenzhen, GD, China",8641,"Scanner Optics Co.,Ltd. is a high-tech enterprise integrating technology research and development, production and sales. It is committed to providing galvo scanning system, F-theta lens, encoder solutions for global customers. Scanner Optics has a strong R&D team of optics, mechanical, electronics, software and process testing, and has obtained hundreds of utility model patents, invention patents and software copyrights."
ScannerMAX,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105208,"Sanford, FL, United States",1761,"ScannerMAX, A Division of Pangolin Laser Systems, manufactures Stronger, Cooler, Faster galvanometer based optical scanning / beam steering solutions for applications such as OCT, Microscopy, LIDAR, Laser Marking, Template Projection, and more. Our products support beams from less than 1mm to 30mm, with wavelengths from UV to FIR."
"SCD USA Infrared, LLC",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103960,"Colorado Springs, CO, United States",4239,"SCD USA produces easily-integrated infrared imaging products from integrated cooler detector assemblies (ICDA) to camera systems with integrated lenses and image processing. As part of SCD Group, SCD USA and Quantum Imaging have infrared products in the SWIR, MWIR and LWIR spectra. The 40+ year legacy of SCD is brought to the United States with a team of technical professionals who can help you integrate Infrared technology into your imaging solution."
Schäfter + Kirchhoff GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104057,"Hamburg, Germany",3461,"Schäfter + Kirchhoff was founded 70 years ago. We specialize in polarization-maintaining fiber optics, laser lines for machine vision as well as line scan cameras and scanner systems. A special focus is set on the winning combination of high optical and mechanical precision, which is the basis for the high quality, stability, and durability of our products. More information can be found on www.sukhamburg.com."
Schäfter + Kirchhoff GmbH,https://spie.org/ExhibitorDetail?ExpoID=5028&ExhibitorID=105405,"Hamburg, Germany",502,"Schäfter + Kirchhoff was founded 70 years ago. We specialize in polarization-maintaining fiber optics, laser lines for machine vision as well as line scan cameras and scanner systems. A special focus is set on the winning combination of high optical and mechanical precision, which is the basis for the high quality, stability, and durability of our products. More information can be found on www.sukhamburg.com."
Schäfter + Kirchhoff GmbH,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104071,"Hamburg, Germany",8461,"Schäfter + Kirchhoff was founded 70 years ago. We specialize in polarization-maintaining fiber optics, laser lines for machine vision as well as line scan cameras and scanner systems. A special focus is set on the winning combination of high optical and mechanical precision, which is the basis for the high quality, stability, and durability of our products. More information can be found on www.sukhamburg.com."
Schneeberger Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103743,"Woburn, MA, United States",5038,
Schneider Optical Machines Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104660,"Frisco, TX, United States",1465,
"Schneider Optics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5023&ExhibitorID=104143,"Hauppauge, NY, United States",6723,"Schneider Optics designs, develops, and manufactures high performance lenses for machine vision, robotics, document scanning, industrial inspection, medical and metrology, gauging, military, surveillance, space application & other image processing applications. Standard products include Compact C-Mount lenses, Industrial F-Mount lenses, Bilateral Telecentric lenses, a modular Macro systems, large format lenses (area & 12K/16K line scan & area arrays), and industrial optical filters."
"SCHOTT North America, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5024&ExhibitorID=104274,"Duryea, PA, United States",6420,
"SCHOTT North America, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104667,"Duryea, PA, United States",1341,
SCI Engineered Materials,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103916,"Columbus, OH, United States",4733,
scia Systems GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105745,"Chemnitz, Germany",4205,"scia Systems is a technology specialist in thin-film process equipment based on advanced ion beam and plasma technologies. The systems apply to coating, etching, figuring, and cleaning processes with nanometer resolution, especially for the MEMS, microelectronics, and precision optics industries. The process equipment of scia Systems is flexible and modular in design. Thus, it can be configured easily for high-volume production and research applications."
scia Systems GmbH,https://spie.org/ExhibitorDetail?ExpoID=5024&ExhibitorID=104286,"Chemnitz, Germany",6519,"scia Systems is a technology specialist in thin-film process equipment based on advanced ion beam and plasma technologies. The systems are used for ion beam etching of surface relief gratings as optical couplers for augmented reality. Our milling system enables exact control of incidence angle and selectivity for perfect etching results. The process equipment is flexible and modular in design. Thus, it can be configured easily for high-volume production and research applications."
Scramblux GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105746,"Hamburg, Germany",4205,
Seiwa Optical America Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105215,"Santa Clara, CA, United States",4737,
SemiNex Corp.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103753,"Danvers, MA, United States",5011,
"Sensofar-Tech, S.L.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104192,"Terrassa Barcelona, Spain",3681,
"Sensors Unlimited, A Raytheon Company",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104602,"Princeton, NJ, United States",1256,"Sensors Unlimited, Inc., an RTX Company, develops innovative shortwave infrared (SWIR) sensing/imaging solutions based on indium gallium arsenide imaging technology. Products include InGaAs-SWIR cameras & systems, 1- and 2-D focal plane arrays & extended wavelength response InGaAs image sensors. Imaging applications include security/surveillance, near-infrared spectroscopy, line-scan inspection, process control, laser beam profiling, microscopy, OCT & art inspection."
Sercalo Microtechnology Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104497,"Neuchâtel, Switzerland",5525,
SFC Energy B.V.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104612,"Almelo, Netherlands",1961,"SFC Energy designs and manufactures high-performance components and subassemblies for OEMs in the semiconductor, laser, analytical and other high-tech industries. With dedicated R&D and production facilities in the Netherlands and Romania, we combine deep engineering expertise with flexible, scalable manufacturing. Our proven power-supply technologies and custom coil assemblies deliver precision, stability and seamless integration in demanding systems worldwide."
"Shandong TMMT Group Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104479,"Jinan City, SD, China",2160,"Shandong TMMT Group was founded in 1958. TMMT has been dedicating to develop and promote industrial uses of granite since we developed the first granite surface plate in China in 1978. Now TMMT is the largest manufacturer of granite precision measuring tools, precision components, precision guideway and machine frame in China. Based on customer-centric concept, TMMT provides customized products and solutions using natural granite, artificial granite,ceramic and metal."
Shanghai C-laser Materials Technology Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104413,"Shanghai, SH, China",4941,"Shanghai C-LASER Optoelectronic Technology Co., Ltd., a limited company, was established in April 2016. It is located in the Jiading Industrial Base, adjacent to the Chinese Academy of Sciences and the Institute of Optoelectronics. Currently, the company has nearly 50 employees, mainly producing and selling various optical components, optical material processing equipment, and measuring instruments. We can provide customized services and export our products to multiple countries."
"Shanghai EVENOPTICS Technology Co., Ltd",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104943,"Zhoupu Town, Pudong New Area, SH, China",167,
"Shanghai Jiaguang - O Store Optics Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104134,"Putuo District, Shanghai, China",662,
"Shanghai JY TECH Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105814,"Shanghai, SH, China",5635,
"Shanghai Oceanhood Opto-Electronics Tech Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104214,"Shanghai, SH, China",4136,
"SHANXI DAVI LASER TECHNOLOGY CO.,LTD",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105489,"TaiYuan, SX, China",5312,"Davi Laser Technology Co., Ltd. established its research and development team in Beijing in 2008.With over 1 6 years of' dedicated focus on the research and development of radio frequency CO, lasers the company began its journey with small power RF CO, laser technology and has successfully overcome numerous technical challenges, leading to the mass production of its 500W products"
"Sheaumann Laser, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103789,"Billerica, MA, United States",1735,"Sheaumann Laser is a US-based manufacturer of semiconductor laser diodes and modules in the industrial, defense, and medical sectors. Its lasers are used worldwide in sensing, imaging, telecom, navigation, and other cutting-edge applications and can be custom-tailored for optimal performance in OEM systems."
"Sheetak, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105112,"Austin, TX, United States",2355,"Sheetak develops advanced solid-state, thermoelectric coolers and energy harvesters for high-performance electronics. With deep expertise in thermal management, thermoelectric materials and device engineering, Sheetak delivers precision thermoelectric solutions for applications in photonics, telecommunications, aerospace, defense, computing, and medical systems | Designed & manufactured in the USA."
"Shenzhen Appotronics Technology Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5024&ExhibitorID=105754,"Shenzhen, Guang Dong Sheng, China",6228,
"Shenzhen Honvision Precision Technology Co., Ltd",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104369,"Shenzhen, GD, China",2243,"Shenzhen Honvision Precision Technology Co.,Ltd. was established in 2001.It is a state-level and municipal(Shenzhen) high-tech enterprise with complete precision manufacturing supporting services.Honvision is also an IATF 16949 & ISO 9001 & ISO 45001 & ISO 14001 certified manufacturer who is mainly engaged in the manufacturing of various mechanical components with high precision.Products are widely used in medical,communications,optoelectronics, automotive,office,automation equipment."
"Shenzhen JPT Opto-electronics Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104352,"Shenzhen, GD, China",1273,
"Shenzhen OE Photonics Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105387,"Shenzhen, GD, China",4631,
"Shenzhen SinceVision Technology Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5023&ExhibitorID=104720,"Shenzhen, GD, China",6709,"SinceVision, founded in 2014 and headquartered in Shenzhen, is a world-class manufacturer of industrial sensors and high-speed cameras. Our solutions are trusted by over 10,000 global customers and renowned brand such as Apple, Tesla, Samsung, LG, CATL, BYD, and Foxconn. We serve across diverse industries like food, pharmaceuticals, consumer electronics, lithium batteries, semiconductors, photovoltaics, automotive, aerospace, civil engineering, university research, and many more."
"Shenzhen Solar Valley SciTech Development Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104288,"Shenzhen, Guangdong, China",4244,
"Shern Yeong Precise Optical Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104566,"Dongshan Yilan, Taiwan",4129,
"Shincron Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104291,"Yokohama-Shi Nishi-Ku, Japan",166,"Shincron does Research, Develop, Design, Manufacture and Sell as well as Serve technical service for vacuum thin film deposition systems and various key components for over 70 years in Japan. Shincron brand’s products and technologies have been fostered and grown through the voices of customers."
"Shin-Etsu MicroSi, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103968,"Phoenix, AZ, United States",557,
"Shin-Etsu MicroSi, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5024&ExhibitorID=103967,"Phoenix, AZ, United States",6328,
Shinho Optics Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103995,"Bengbu, Anhui Province, China",4739,
SI Sensors,https://spie.org/ExhibitorDetail?ExpoID=5023&ExhibitorID=104613,"Cambridge, United Kingdom",6717,
SI Stuttgart Instruments GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103657,"Stuttgart, Germany",3637,"The Stuttgart Instruments Alpha is an ultrafast and fully wavelength-tunable frequency conversion system in an ultra-compact and completely passively stable system based on revolutionary parametric oscillator design which guarantees outstanding stability, reproducibility and shot-noise limited performance. It is available with a variety of pump laser options at different repetition rates and pulse durations."
SI Stuttgart Instruments GmbH,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=103658,"Stuttgart, Germany",8655,"The Stuttgart Instruments Alpha is an ultrafast and fully wavelength-tunable frequency conversion system in an ultra-compact and completely passively stable system based on revolutionary parametric oscillator design which guarantees outstanding stability, reproducibility and shot-noise limited performance. It is available with a variety of pump laser options at different repetition rates and pulse durations."
Sierra Precision Optics,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103975,"Auburn, CA, United States",3333,
Silicon Light Machines,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105172,"San Jose, CA, United States",4640,
SILIOS Technologies,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=105179,"Peynier, France",8222,
Sill Optics GmbH,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=103841,"Wendelstein, Germany",8272,
Sill Optics GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103839,"Wendelstein, Germany",3272,
SimuTech Group,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105480,"Rochester, NY, United States",163,"As the #1 Ansys partner in North America, SimuTech Group helps engineers push boundaries, reduce risk, and bring products to life faster with simulation solutions powered by Ansys. With over 70 on-staff engineers and 25+ years of simulation experience, we help small to medium-sized businesses across various industries and physics solve their toughest challenges with Ansys engineering simulation software, expert training, simulation consulting, and world-class support."
Singapore Dynamic Optronics Pte. Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105017,"Singapore, Singapore",4549,"At SDO, we strive to deliver high-quality optical components and sub-assemblies for the precision optics industry. SDO is driven by a highly competent and dedicated staff, each with extensive experience in the precision optics arena. As a fully compliant “Made in Singapore” company, SDO is also positioned as a reliable and strategic global sourcing partner, located in Singapore. Our small and agile operations ensure we can meet the varied needs of our customers."
Single Quantum B.V.,https://spie.org/ExhibitorDetail?ExpoID=5028&ExhibitorID=105134,"Delft, Netherlands",411,
"Sino-Galvo (Jiangsu) Technology Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105579,"Zhenjiang, JS, China",1843,
Sinolens Optic Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105520,"Dongguan, GD, China",4017,
Sinoptics Engineering Pte. Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105510,"Singapore, Singapore",165,"We specialise in providing top-of-the-line Electro-Optical components, NV Device accessories, and custom-build services tailored to our clients' unique specifications. Our built-to-print capabilities ensure your highest standards are followed, making us your one-stop shop for EO, Night Vision, and any optical application. Whether you need high-performance components for defence, aerospace, or other specialised applications, we have the expertise and solutions to bring your vision to life."
SIOS Messtechnik GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105747,"Ilmenau, Germany",4205,
Sirah Lasertechnik GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105748,"Grevenbroich, Germany",4205,
Siskiyou Corporation,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104636,"Grants Pass, OR, United States",3510,
Sivers Photonics,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105786,"Glasgow, United Kingdom",5023,
Skylark Lasers Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105790,"Edinburgh, United Kingdom",5017,"Skylark Lasers’ single frequency DPSS lasers are available at 320, 349, 780, and 785 nm. Designed for long-term, ultra-stable performance — Skylark NX lasers deliver efficient, high power output and the purest spectral properties. Engineered for applications across laser interference lithography, optical gratings fabrication, semiconductor inspection, Brillouin microscopy, and quantum applications — Skylark NX lasers help you reveal the unseen, detect the imperceptible, and measure the unknown."
SmarAct Inc.,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104122,"Berkeley, CA, United States",8438,
SmarAct Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104123,"Berkeley, CA, United States",3438,
SMC Corp. of America,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103961,"Noblesville, IN, United States",4835,
Solid State Cooling Systems,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104446,"Wappingers Falls, NY, United States",1367,"With over 80,000 units shipped, Solid State Cooling Systems is a globally recognized leader in precision temperature control. For over 31 years, we have been selling innovative, thermoelectric recirculating chillers for a wide variety of markets with cooling capacities from 160 Watts to over 14,000 watts. Our products are known for their long-life reliability, compact size, and energy efficiency. With no compressors or Freon we are the ""green"" alternative for recirculating chillers."
SOLNIL,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105688,"Marseille, France",5029,
"SOMO IR Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104423,"Gangnam-Gu, Seoul, Korea, Republic of",122,
SOMOS CST,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105312,"Colorado Springs, CO, United States",158,
Space Forge Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105789,"Cardiff, United Kingdom",5017,
Spark Lasers,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104000,"Martillac, France",8316,
Spark Lasers,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103990,"Martillac, France",3316,
"Spectral Instruments, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103727,"Tucson, AZ, United States",342,
"Spectra-Physics, a division of MKS Inc.",https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=105043,"Milpitas, CA, United States",8410,
"Spectra-Physics, a division of MKS Instruments",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105042,"Milpitas, CA, United States",927,
Spectricity NV,https://spie.org/ExhibitorDetail?ExpoID=5023&ExhibitorID=105135,"Mechelen, Belgium",6713,"Founded in 2018 as a spin-off from Imec and headquartered in Belgium, Spectricity is a fabless semiconductor company specializing in the development and manufacturing of spectral sensing solutions. Spectricity is a leading supplier in multi-spectral imaging sensors and camera modules with a focus on small form factor and mobile device integration. Spectricity’s mission is to enable massive adoption of spectral imaging through effortless integration of our miniaturized sensing solutions."
"Spectrogon US, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104706,"Mountain Lakes, NJ, United States",8240,"Spectrogon is a world-leading manufacturer with decades of expertise supplying superior optical filters and holographic diffraction gratings for high-demand applications. We offer optical filters & windows from 380-14000 nm and our production capability covers wafer sizes from Ø6 to Ø200 mm. The wafers can easily be cut to the required size and then delivered on tape frames.Our custom-made gratings for UV-NIR offer high efficiency, low stray light, wide tuning range, high damage threshold."
"Spectrogon US, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104707,"Mountain Lakes, NJ, United States",3240,"Spectrogon is a world-leading manufacturer with decades of expertise supplying superior optical filters and holographic diffraction gratings for high-demand applications. We offer optical filters & windows from 380-14000 nm and our production capability covers wafer sizes from Ø6 to Ø200 mm. The wafers can easily be cut to the required size and then delivered on tape frames.Our custom-made gratings for UV-NIR offer high efficiency, low stray light, wide tuning range, high damage threshold."
"Spectrum Scientific, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104150,"Irvine, CA, United States",357,"Spectrum Scientific, Inc (SSI) has been manufacturing high volume aspheric and freeform mirrors, hollow retroreflectors and holographic diffraction gratings since 2004. We primarily use the optical replication process in our manufacturing allowing us to supply high fidelity, high specification precision optics at a lower cost compared to traditional volume manufacturing."
Spectrum Thin Films Corp.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104444,"Hauppauge, NY, United States",656,"Advanced manufacturing of thin film coatings and optics for science, medical, aerospace, astronomy, research, cinematography and military applications. Multiple internally designed advanced coating systems utilizing Ion Assisted Deposition and Ion Beam Sputtering. ISO 9001:2015 Certified. ITAR Registered."
"Spica Technologies, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103728,"Hollis, NH, United States",1359,
SPIE,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104165,"Bellingham, WA, United States",8700,"The Digital Library contains over 650,000 research publications from the Proceedings of SPIE, the Society's 15 peer-reviewed journals, and more than 525 eBooks from SPIE Press. SPIE Digital Library papers are cited in more than 100,000 patents and topics cover astronomy, biomedical optics, biophotonics, nanotechnology, sensors, lasers, electro-optics, communications, imaging, energy, and more."
SPIE,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104164,"Bellingham, WA, United States",3700,"The Digital Library contains over 650,000 research publications from the Proceedings of SPIE, the Society's 15 peer-reviewed journals, and more than 525 eBooks from SPIE Press. SPIE Digital Library papers are cited in more than 100,000 patents and topics cover astronomy, biomedical optics, biophotonics, nanotechnology, sensors, lasers, electro-optics, communications, imaging, energy, and more."
SPIE Career Hub,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105852,"Bellingham, WA, United States",,
SPIE Digital Library,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105237,"Bellingham, WA, United States",3700,
SPIE Digital Library,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=105226,"Bellingham, WA, United States",8700,
SQS Vláknová optika a.s.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104190,"Nová Paka, Czech Republic",4339,"SQS develops and manufactures fiber optic and optoelectronic components, and complete laser solutions — including customized solutions — for a wide range of industrial devices and systems. The company’s products often integrate fiber optics, optoelectronics, and high-precision mechanics. They are used across multiple industrial sectors, as well as in telecommunications, data transfer, and laser technology. SQS will present new products that offer exceptional performance within their categories."
Stable Laser Systems,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103957,"Boulder, CO, United States",2053,
Standa,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105127,"Vilnius, Lithuania",1635,"Standa is a leading innovator in motion control systems, offering high vacuum-compatible (10⁻⁶ Torr) motorized positioners, precision mechanics, and opto-mechanics designed for cutting-edge research and advanced applications. Our picosecond micro lasers deliver peak powers of 1 MW at repetition rates up to 120 kHz, featuring low timing jitter and single longitudinal mode (SLM) for unmatched performance. Standa lasers are the perfect choice for spectroscopy and seeding high-energy MOPA systems."
"Stanford Computer Optics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104695,"Berkeley, CA, United States",8200,
"Stanford Computer Optics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104694,"Berkeley, CA, United States",3200,
"Starrett Tru-Stone Technologies, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104196,"Waite Park, MN, United States",5149,"For more than 60 years, Starrett Tru-Stone Technologies has been providing precision granite solutions. From complex custom assemblies and machine bases to surface plates and high-precision metrology accessories, Starrett Tru-Stone can provide you with a product that exceeds all expectations. If your application requires a stable base with ultimate accuracy and minimal vibration, Tru-Stone can help."
Stellar Industries Corp.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104014,"Millbury, MA, United States",1260,
"StellarNet, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5028&ExhibitorID=105634,"Tampa, FL, United States",406,
"Sumita Optical Glass, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105386,"Urawa-ku Saitama City, Saitama, Japan",2449,
"Sumitomo (SHI) Cryogenics of America, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104149,"Allentown, PA, United States",2255,"As part of the Mechatronics Segment of Sumitomo Heavy Industries, Ltd., the SHI Cryogenics Group is a global leader in cryogenic and vacuum technologies, serving the medical, semiconductor, research, and coating industries. With over 60 years of experience and offices across Asia, Europe, and the United States, SHI engineers and manufactures cutting-edge cryocooler and cryopump solutions that deliver performance, reliability, and innovation. For more information, visit www.shicryogenics.com."
"Sumitomo Chemical Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105617,"Chuo-ku, Tokyo, Japan",5533,
"Sumitomo Electric Industries, Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105463,"Minato-ku Tokyo, Tokyo, Japan",3588,
"Sun Yang Optics Development Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105565,"Taoyuan City, Taiwan",4041,
"Suna Optoelectronics Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104543,"Suzhou, JS, China",5514,"SUNA is dedicated to the research and manufacturing of optoelectronic chips. Its core products are microlenses and si capacitors widely used in optical communications, consumer electronics, automotive electronics, and high-performance computing. SUNA has a complete, advanced, and independent chip R&D and manufacturing line, with over 5,000 square meters of ultra-clean rooms and more than 400 sets of advanced equipment, fully covering the entire chip manufacturing chain."
Sunex Inc.,https://spie.org/ExhibitorDetail?ExpoID=5023&ExhibitorID=104751,"Carlsbad, CA, United States",6712,
Sunny Technology,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104414,"Beijing, BJ, China",1063,"Sunny Technology, founded in 2001, is a global developer and manufacturer of galvanometer-based scanning systems. Renowned for quality (backed by an international team), favorable performance-price ratio, and fast, friendly services, its product range includes galvo-scanners, 2D, and 3D scanning systems. These are applicable in marking (including large-scale and on-the-fly), engraving,welding,trimming,drilling, rapid prototyping,image scanning, aesthetic medical therapy, and scientific research."
"Super Conductor Materials, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103855,"Suffern, NY, United States",130,
SuperLight Photonics,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105708,"Enschede, Netherlands",5208,
Superlum Diodes Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103908,"Cork, Ireland",4429,"SUPERLUM is the industry leading manufacturer of state-of-the-art, ultimate quality superluminescent diodes and light sources, as well as semiconductor optical amplifiers. We are the first commercial company that focused on SLDs as a core product. For 25 years we have been developing, manufacturing and delivering state-of-the-art products for various industries including Avionics, Healthcare, Industrial Sensing, Atomic Microscopy and Fiber-Optic Sensors."
Supply Chain Optics,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104279,"Irvine, CA, United States",3371,
Supply Chain Optics,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104445,"Irvine, CA, United States",8371,
"Suzhou Everbright Photonics Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104412,"Suzhou, JS, China",1931,"Suzhou Everbright Photonics Co., Ltd was founded in 2012 in China. Everbright an IDM diode laser manufacturer, A complete process platform and mass production line has been established from chip design, MOCVD, lithography, cleavage/coating, package testing, fiber coupling and direct diode laser and so on. Everbright is mainly engaged in research and development, production and sales of high-power diode laser chips, Lidar and 3D sensing chips, high-speed communication chips, etc."
"SuZhou GuangDuo Micro Nano Devices Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5024&ExhibitorID=105593,"Suzhou, Jiang Su Sheng, China",6431,
"Suzhou Jiujon Optics Co.,ltd",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105014,"Taicang, JS, China",2328,"Suzhou Jiujon Optics Co., Ltd. is a leading high-tech enterprise in the field of optics. The company was founded in 2011 and has come a long way since then, with a rich history of development and innovation. Jiujon Optics specializes in manufacturing a wide range of high-precision optical components and assemblies. Our products are widely applied in biological and medical analysis instruments, digital devices, surveying and mapping equipment, as well as defense and laser systems."
Svenska Laserfabriken AB,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104060,"Stockholm, Sweden",4242,
Swabian Instruments USA Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104332,"Boston, MA, United States",3537,
Swabian Instruments USA Inc.,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104330,"Boston, MA, United States",8537,
"Swift Glass, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104333,"Elmira, NY, United States",240,
