Booth Number(s),Company Name,Link to Company,Description,Website link,Company Contact Information
8577,"The Institute of Optics and Center for Visual Science, Univ. of Rochester","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=103540"")","Founded in 1929, the Institute of Optics offers the nation’s first optics education program, with undergraduate and graduate degrees. The Center for Visual Science, established in 1963, brings together over 40 experts, from various disciplines, in vision research. Together, they run the Industrial Associates Program with Vision Add-on, providing industry training, networking, research collaboration, student internships, and more.","=HYPERLINK(""http://www.hajim.rochester.edu/optics/"")","The Institute of Optics and Center for Visual Science, Univ. of Rochester  River Campus  PO Box 270186  Rochester, NY  United States  14627-0186"
8419,"Thorlabs, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101929"")","Thorlabs’ extensive line of photonics products has long been a valuable resource for all in the Photonics community, and their contributions to biological applications has been no exception. Their quickly expanding lines of optogenetics components, motion control, optics, and tunable lasers have enabled the research of many; while their system-level microscopes continue to push the boundaries of the industry.","=HYPERLINK(""http://www.thorlabs.com"")","Thorlabs, Inc.  43 Sparta Ave  Newton, NJ  United States  07860-2401"
8336,"Tibidabo Scientific Industries (USA), Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101808"")","Tibidabo Scientific Industries,a global leader of highly differentiated technologies for scientific and medical research, life sciences, agriculture, recycling, aerospace, defense and security, and industrial applications. A wide range of products including high-speed intensified cameras, vacuum based tubes and camera systems for photon detection, x-ray irradiation cabinets, sensor-based sorting systems, phosphors and scintillators, and Laue diffraction systems enable next generation innovation.","=HYPERLINK(""http://tibidaboscientific.com"")","Tibidabo Scientific Industries (USA), Inc.  14 New Rd  Madison, CT  United States  06443"
"8501, 8603","TOPTICA Photonics, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102171"")",No Description Found,"=HYPERLINK(""http://www.toptica.com"")","TOPTICA Photonics Inc  1120 Pittsford Victor Rd  Pittsford, NY  United States  14534-3818"
8672,"Tucsen Photonics Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=103217"")",No Description Found,"=HYPERLINK(""http://www.tucsen.com"")","Tucsen Photonics Co Ltd  Bldg 5 Wanwushe Smart Industrial Park  2 Cangqianlu  Fuzhou, Fujian  China  350007"
No Booth Number Found,Two-level Systems,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=103598"")",No Description Found,"=HYPERLINK(""http://www.two-levelsystems.com"")","Two-Level Systems  915 N Franklin St  Tampa, FL  United States  33602-3815"
8573,Viavi Solutions Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101938"")",No Description Found,"=HYPERLINK(""http://www.viavisolutions.com/en-us/osp"")","Viavi Solutions Inc  1402 Mariner Way  Santa Rosa, CA  United States  95407-7370"
8357,VORTRAN Laser Technology,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101935"")","Introducing Vortran Laser, where innovation meets precision in laser tech. With a legacy of excellence, we specialize in crafting cutting-edge laser systems for diverse applications. Our multi-wavelength microscopy lasers redefine the boundaries of scientific imaging, providing researchers with unparalleled flexibility and accuracy. From multi-wavelength systems to singular instruments of virtuosity, our products are engineered with utmost precision, ensuring you achieve the finest results.","=HYPERLINK(""http://www.vortranlaser.com"")","VORTRAN Laser Technology  PO Box 812  Lincoln, CA  United States  95648-0812"
8341,"Wasatch Photonics, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101281"")","Wasatch Photonics provides high-performance gratings, spectrometers, and systems that maximize sensitivity, speed & reproducibility for research and OEM applications. Our proprietary VPH transmission gratings lead the market in pulse compression with up to 98% efficiency. They are also at the heart of our own ultra-sensitive portable Raman spectrometers & systems, with highly configurable models from 248-1064 nm. Our OCT gratings & spectrometers offer the highest clarity and speed. Let's talk!","=HYPERLINK(""http://wasatchphotonics.com"")","Wasatch Photonics, Inc.  1305 N 1000 W Ste 120  Logan, UT  United States  84321-6802"
8383,WZW-Optic AG,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101958"")",No Description Found,"=HYPERLINK(""http://www.wzw.ch"")",WZW-Optic AG  Wegenstrasse 18  Balgach  Switzerland  9436
8379,"YesWeHave Technology (Zhuhai) Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=103157"")","YESWEHAVE is a premier supplier of fiber optical components, specializing in high-quality products designed for various advanced applications. Our core focus areas include: Fiber laser, autonomous vehicles, biomedical equipment, fiber sensing. We are committed to driving innovation and providing exceptional customer service. Our mission is to be at the forefront of fiber optic technology, consistently delivering solutions that empower clients to achieve their goals.","=HYPERLINK(""http://www.yeswehave.com"")","YesWeHave Technology (Zhuhai) Co., Ltd.  No 802, Area B, Dazhou Technology Park, Tangjia  Xiangzhou Zhuhai, GD  China  519000"
8529,YSL Photonics,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102018"")",No Description Found,"=HYPERLINK(""http://www.ysl-inc.com"")","YSL Photonics Inc  5820 Hallowing Dr  Lorton, VA  United States  22079-4107"
8455,Zaber Technologies Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101579"")",No Description Found,"=HYPERLINK(""http://www.zaber.com"")","Zaber Technologies Inc  Marketing  #2-605 W Kent Avenue North  Vancouver, BC  Canada  V6P 6T7"
8639,"Z-Optics Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101749"")","Z-Optics manufactures spherical lens, ball/half ball lens, cylindrical lens, windows, laser modules. 10-days lens sampling is the fastest speed in market and we also have big off-the-shelf catalog for quick delivery. In 2024, we begin to build our site in Laos. It will be our first factory out of China and headquarter will be moved to Laos subsequently. Z-Optics is certified to ISO9001:2015 in 2022. Offering qualified optical components with competitive price is our target.","=HYPERLINK(""http://www.z-optics.com"")","Z-Optics Co., Ltd.  12 Qiao Xia Nan Road, Bei Bai Xiang  Wenzhou, ZJ  China  325603"
8682,"Zurich Instruments USA, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101698"")","Zurich Instruments builds lock-in amplifiers, quantum computing control systems, impedance analyzers, arbitrary waveform generators, phase-locked loops and boxcar averagers for scientists and technologists in advanced research laboratories. In combination with LabOne®, the Zurich Instruments control software, these products exemplify the company's mission to simplify laboratory setups, support high-quality data acquisition, and unlock new measurement approaches for cutting-edge research.","=HYPERLINK(""http://www.zhinst.com"")","Zurich Instruments USA, Inc.  400 5th Ave Ste 115  Waltham, MA  United States  02451-8728"
8556,Zygo Corporation,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101294"")","For over 50 years, Zygo has been the recognized global leader in the design and manufacture of advanced optical metrology systems and ultra-precise optical components and assemblies for the most challenging customer applications. With over 850 patents, Zygo is the ideal partner for high-precision measurements and optics manufacturing across semiconductor, defense, aerospace, automotive, consumer electronics, medical and optics and photonics applications.","=HYPERLINK(""http://www.zygo.com"")","Zygo Corporation  21 Laurel Brook Rd  Middlefield, CT  United States  06455-1291"
