Booth Number(s),Company Name,Link to Company,Description,Website link,Company Contact Information
4205,TEM Messtechnik GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103279"")",No Description Found,"=HYPERLINK(""http://www.tem-messtechnik.de"")",TEM Messtechnik GmbH  Großer Hillen 38  Hannover  Germany  30559
5040,temicon GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102072"")",No Description Found,"=HYPERLINK(""http://www.temicon.com"")",temicon GmbH  Konrad-Adenauer-Allee 11  Dortmund  Germany  44263
1868,"Tempotec Optics Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102641"")",No Description Found,"=HYPERLINK(""http://www.tempotec.com"")","Tempotec Optics Co Ltd  Block B 26-B, Wanyang Zhongchuang  No. 66, Tingjiang Road, Tingjiang Town, Mawei District  Fuzhou, FJ  China  350016"
3324,TeraXion Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101551"")","TeraXion, an indie Semiconductor company (Nasdaq: INDI), specializes in innovative fiber-optic components, low-noise semiconductor lasers, ultrashort pulse fiber lasers and custom integrated photonics packaging solutions. With a legacy exceeding two decades, our expertise in fiber Bragg gratings, narrow-linewidth DFB lasers, integrated optics, silicon photonics and ultrafast oscillators positions us as a leader in cutting-edge applications.","=HYPERLINK(""http://www.teraxion.com"")","TeraXion Inc.  2716 Einstein St  Quebec, QC  Canada  G1P 4S8"
3302,Thales LAS France SAS,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101605"")","Thales is a provider of optronic equipment and components, including lasers and cryogenics. World leader in the design, development and manufacturing of high energy nanosecond lasers for industrial applications requiring the highest availability as well as femtosecond laser systems for scientific applications with record peak power up to 10 PetaWatt, Thales is also leader in cryogenics, supplying compact, reliable and efficient coolers for civil, industrial, space and defense applications.","=HYPERLINK(""http://www.thalesgroup.com"")",Thales LAS France SAS  2 avenue Gay Lussac  Élancourt  France  78990
238,"The Institute of Optics, Univ. of Rochester","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101696"")",No Description Found,"=HYPERLINK(""http://www.hajim.rochester.edu/optics/"")","The Institute of Optics, Univ. of Rochester  River Campus  PO Box 270186  Rochester, NY  United States  14627-0186"
3293,The Optronics Co. Ltd.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103090"")",No Description Found,"=HYPERLINK(""http://www.optronics.co.jp/"")","The Optronics Co. Ltd.  Sanken Bldg  5-5 Shin Ogawamachi  Shinjuku-ku, Tokyo  Japan  162-0814"
2625,The Photonics Group,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103429"")","Since 1980, we’ve provided consulting and contract engineering services in photonics, including R&D, integration, applications, auditing, training, risk engineering and compliance. As the North American distributor of LaserSafe PC, we’ll demonstrate its capabilities at our booth and offer special pricing on licenses and accept limited consulting engagements exclusively for visitors. Come see us to discover how we can support your photonics projects and safety needs.","=HYPERLINK(""http://www.thephotonicsgroup.com"")","The Photonics Group  7259 Leemel Dr  West Chester, OH  United States  45069"
4017,"Thermionics Lab., Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103057"")","Founded in 1958, Thermionics manufactures innovative Ultra High Vacuum solutions for academic, governmental and industrial institutions around the world. We understand each customer’s unique requirements and design equipment and processes that set new standards of precision and durability, exceeding their expectations. From designing new components and systems to the modification and repair of existing equipment, Thermionics delivers the best equipment, services and value to customers worldwide.","=HYPERLINK(""http://thermionics.com"")","Thermionics Lab., Inc.  3118 Depot Rd  Hayward, CA  United States  94545"
4019,"Thermionics Metal Processing, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103058"")","Over 50 years of experience meeting the unique challenges of world-leading Semiconductor equipment manufacturers and premier research institutions. We at TMPI have spent decades perfecting our proprietary chemistries and processes for servicing scientific instruments. Our modern equipment, highly trained technicians, controlled environments, Class 100/1000 Cleanroom packaging, and in-house testing ensure consistent quality and compliance with industry and customer-specific standards.","=HYPERLINK(""http://tmpi.us"")","Thermionics Metal Processing, Inc.  3118 Depot Rd  Hayward, CA  United States  94545-2708"
"627, 827","Thorlabs, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101928"")","Since 1989, Thorlabs has proudly served the Photonics community through its growing catalog of over 22,000 products. As a USA based company with end-to-end design, manufacturing, and distribution facilities located worldwide, its catalog includes components to system-level solutions in product categories such as optomechanics, fiber, optics, semiconductors, lasers, and imaging. Leveraging its design and manufacturing capabilities, Thorlabs also offers complete custom options for OEM integration.","=HYPERLINK(""http://www.thorlabs.com"")","Thorlabs, Inc.  43 Sparta Ave  Newton, NJ  United States  07860-2401"
1901,Tian Optics,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101344"")",No Description Found,"=HYPERLINK(""http://www.tianoptics.com"")","Tian Optics  Tianjin Binhai High-Tech Industrial Development  6 Ziyuan Rd Nankai District  Tianjin, Tianjin  China  300384"
359,"Tianjin JHBF Photoelectric Technology Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102526"")","Professional Semiconductor Optical Amplifier Chinese. Relying on the Institute of Optoelectronic Integrated Microsystems of Tsinghua University Tianjin Electronics Institute, Wuxi JHBF Photoelectric Technology Co.,Ltd is committed to becoming a world-class optoelectronic integrated microsystems provider. Our products mainly include SOA and optoelectronic integrated microsystems modules.","=HYPERLINK(""http://soaamplifier.com"")","Tianjin JHBF Photoelectric Technology Co., Ltd.  No.505, Building 19, Science and Technology Innovation Park Jinghui, No.123, Jinghui Street, Xinwu District  Wuxi, JS  China  214000"
2539,"Tianjin Zhongjing Semiconductor Materials Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102732"")","Tianjin Zhongjing Semiconductor Materials Co., Ltd. was established in March 2013. Its products mainly include a full range of monocrystalline silicon and its related products; Visible light optical products such as quartz and K9 glass.We can also supply the silicon wafers including lapping ,polishing wafer, and also oxidation wafer. We have a variety of advanced processing equipment, as well as inspection equipment，and 45 independent patented technologies.","=HYPERLINK(""http://www.tianjinzhongjing.com/"")","Tianjin Zhongjing Semiconductor Materials Co., Ltd.  Beichen Economic and Technological Development zone,beichen District  No.7 shuangyuan road  Tianjin, TJ  China  300400"
3336,"Tibidabo Scientific Industries (USA), Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101809"")","Tibidabo Scientific Industries leads the way in highly differentiated technology for scientific and medical research, life sciences, aerospace, defense and security, and industrial applications. A wide range of products including high-speed, high-performance, intensified cameras, vacuum based tubes and camera systems for photon detection, x-ray irradiation cabinets, phosphors and scintillators, and Laue diffraction systems enables next-generation innovation.","=HYPERLINK(""http://tibidaboscientific.com"")","Tibidabo Scientific Industries (USA), Inc.  14 New Rd  Madison, CT  United States  06443"
5213,Tiny Telescope,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103562"")","Tiny Telescope is a European company founded by experts with a long heritage in astronomy. With its revolutionizing technology the Tiny Telescope has an out of this world performance. It is small, lightweight and extremely robust. It covers a broad wavelength range in UV, VIS and IR, without sacrificing resolution and contrast. Applications include high resolution Earth observation, star trackers and laser satellite communication. It is exceptionally suitable for CubeSats and drones.","=HYPERLINK(""http://www.tinytelescope.com/"")",Tiny Telescope  Reestplantsoen 33  Meppel  Netherlands  7944 BE
134,TKH Vision Group,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102826"")","TKH Vision is a partnership of eight proven machine vision technology providers under the TKH Group brand, working collaboratively and independently to deliver integrated smart vision systems to the global market. Our combination of technologies is the first step in providing customers with complete 2D/3D solutions from trusted and cooperating companies, to offer easy access to the highest quality products and a simpler and more integrated purchase, implementation, and support experience.","=HYPERLINK(""http://tkhvision.com"")","TKH Vision Group  10050 N Wolfe Rd STE SW1-180  Cupertino, CA  United States  19341-1303"
4836,TLC International World Headquarters,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101586"")","TLC International is a proud US manufacturer of High-Precision Glass Cutting/Fabrication Equipment. Targeted industries include but are not limited to technical/specialty display, optical coated glass and other flat glass related industries. In addition to the glass scribing machine, TLC also provides R&D Lab for start-up companies, universities, etc; 24/7 technical support & on-site Service & Training and consumable tooling (wheels, axles, wheelholders...) parts.","=HYPERLINK(""http://www.tlcinternational.com"")","TLC International World Headquarters  Linden Corporate Ctr  9849 N 21st Ave  Phoenix, AZ  United States  85021-1825"
5313,TNO High Tech Industry,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103560"")",No Description Found,"=HYPERLINK(""http://www.tno.nl/en/digital/space/high-end-optics-manufacturing/"")",TNO  Stieltjesweg 1  Delft  Netherlands  2628 CK
3290,"Tohoku Electric Power Co., Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103118"")",No Description Found,"=HYPERLINK(""http://www.tohoku-epco.co.jp"")","Tohoku Electric Power Co., Inc.  7-2-1, Nakayama  Aoba-ku, Sendai, Miyagi  Japan  981-0952"
3290,Tohoku University,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103117"")","We are introducing a innovative 3D bulk metamaterial. This revolutionary material is poised to be a key technology, addressing numerous challenges in the industrial application of terahertz waves. We are confident that it will pave the way for cost-effective optical components like lenses and prisms, as well as diverse device applications, including electromagnetic waves control(reflection and absorption), meeting the demands of the market.","=HYPERLINK(""http://www.tohoku.ac.jp/en/"")",Tohoku University  Nano-Metrology & Control Lab  6-6-01 Aramaki Aza Aoba Aoba-ku  Sendai  Japan  980-8579
4233,"Tokai Engineering Service Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102389"")","We offer glass aspherical lenses and mirrors. We can handle a wide range of materials, from lenses for far infrared (germanium and chalcogenide) to lenses for ultraviolet (calcium fluoride and quartz).We also provide ultra-precision molds for glass molding, its shape accuracy is guaranteed to be less than 0.1μm in error, and their shapes can accommodate free-form surfaces as well as axial targets. In addition, our products feature SiC material produced by thick and dense CVD method.","=HYPERLINK(""http://sosc-japan.com/en/prototype-glass-lenses/"")","Tokai Engineering Service Co., Ltd.  9F Nita Bldg  1-17-23 Meiekiminami  Nagoya-Shi Nakamura-Ku  Japan  450-0003"
3386,"Tokai Optical Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103087"")",No Description Found,"=HYPERLINK(""http://www.tokaioptical.com/en/"")","Tokai Optical Co., Ltd.  5-26 Shimoda, Eta-cho  Okazaki-Shi, Aichi  Japan  444-2106"
1219,Tolicore Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103381"")","Tolicore offers femto-watt and femto-ampere detection systems for the most challenging applications. We make detecting extremely low-level signals easy for you. Experience unmatched performance and the convenience of an entire test system in one compact device. Whether you need a portable lab instrument or an OEM module for your system – we have a comprehensive, modern, sensitive, fast, and flexible solution for you that you won't find anywhere else in the world. Visit us at www.tolicore.com.","=HYPERLINK(""http://tolicore.com"")","Tolicore Corp.  23 Thicket  Irvine, CA  United States  92614-5485"
1527,TOPTICA eagleyard,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102740"")","TOPTICA EAGLEYARD is a global leading provider of high power laser diodes with wavelengths from 630 nm – 1120 nm based on GaAs (Gallium Arsenide). Our products combine maximum power, highest durability and excellent beam quality – a perfect match for high-end applications. We put responsibility and innovation first and transform research-based know-how into market-ready products with the highest degree of professionalism and a special focus on highly integrated components.","=HYPERLINK(""http://www.toptica-eagleyard.com"")",TOPTICA eagleyard  Rudower Chaussee 29  Berlin  Germany  12489
"1527, 3501, 3603","TOPTICA Photonics, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102172"")",No Description Found,"=HYPERLINK(""http://www.toptica.com"")","TOPTICA Photonics Inc  1120 Pittsford Victor Rd  Pittsford, NY  United States  14534-3818"
3677,Torr Scientific Ltd.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102832"")","Torr Scientific brings together a unique range of expertise and equipment from the worlds of thin film vacuum coating, vacuum instrumentation and electron-optics. The company manufactures X-ray and electron-optical components, UHV Viewports and processes anti-reflective coatings. Vacuum optics are custom designed for researchers carrying out research using lasers in vacuum. We also manufactures Glass Quantum Cells, MCP detectors, & CVD diamond vacuum windows for synchrotron beamlines","=HYPERLINK(""http://torrscientific.co.uk"")",Torr Scientific Ltd.  11 Pebsham Rural Business Ctr  Pebsham Lane  Bexhill-on-Sea  United Kingdom  TN40 2RZ
667,Torrent Photonics,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101876"")","Torrent Photonics is a vertically integrated manufacturing company that offers a diverse range of cutting-edge technologies across sectors such as Security & Defense, Medical, Industrial, Semiconductor, Commercial, and Science & Technology. We specialize in crafting high-precision optical components and assemblies, advanced patterned filter technologies including multispectral filters, color gels, and transmissive gratings, as well as spectroscopy and imaging solutions.","=HYPERLINK(""http://torrentphotnics.com"")","Torrent Photonics  8060 Bryan Dairy Rd  Largo, FL  United States  33777-1441"
2026,Tower Optical Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101492"")",No Description Found,"=HYPERLINK(""http://www.toweroptical.com"")","Tower Optical Corp  3600 S Congress Ave Ste J  Boynton Beach, FL  United States  33426-8488"
2143,Tower Semiconductor,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102445"")","Tower Semiconductor (www.towersemi.com) provides technology, development, and process platforms for integrated circuits (ICs) for 300 customers worldwide in growing markets, offering SiGe, BiCMOS, Power and Mixed-Signal/CMOS, RFCMOS, CMOS image sensor, non-imaging sensors, displays, and MEMS technologies. Tower operates multiple manufacturing facilities in Israel, USA, and Japan, and sharing a 300mm facility in Italy with ST, as well as a 300mm capacity corridor in Intel’s New Mexico factory.","=HYPERLINK(""http://www.towersemi.com"")","Tower Semiconductor  4321 Jamboree Road  Newport Beach, CA  United States  92660"
4205,trinamiX GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103280"")",No Description Found,"=HYPERLINK(""http://www.trinamixsensing.com"")",trinamiX GmbH  Industriestrasse 35  Ludwigshafen am Rhein  Germany  67063
1640,TRIOPTICS,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102846"")","TRIOPTICS – Sets the worldwide standard for optical metrology and alignment solutions. Incoming component inspection to MTF to active alignment of camera modules, our measurement and manufacturing systems enable and accelerate the development, production and quality control of lenses, optical systems, and camera modules. Testing and prototyping services are available to develop solutions and processes for our customer's individual requirements, along the entire optical manufacturing process.","=HYPERLINK(""http://www.trioptics.com"")",TRIOPTICS  Strandbaddamm 6  Wedel  Germany  22880
1640,TRIOPTICS USA,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102696"")","TRIOPTICS – Sets the worldwide standard for optical metrology and alignment solutions. Incoming component inspection to MTF to active alignment of camera modules, our measurement and manufacturing systems enable and accelerate the development, production and quality control of lenses, optical systems, and camera modules. Testing and prototyping services are available to develop solutions and processes for our customer's individual requirements, along the entire optical manufacturing process.","=HYPERLINK(""http://www.trioptics.com"")","TRIOPTICS USA  9087 Arrow Rte Ste 180  Rancho Cucamonga, CA  United States  91730-4451"
833,TRUMPF Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102362"")","TRUMPF Inc. is a leading manufacturer of laser technology for industrial applications in North America. Founded in 1969 in Farmington, CT, the company is the largest subsidiary of the TRUMPF Group. With more than 1,000 employees in region, TRUMPF Inc. serves the U.S., Canadian and Mexican markets.Subsidiary TRUMPF Photonic Components, is a leading designer and manufacturer of Vertical Cavity Surface Emitting Lasers (VCSEL) and Photodiodes (PD) in the near infrared spectral range for 20 years.","=HYPERLINK(""http://www.us.trumpf.com"")","TRUMPF Inc  Laser Technology Ctr  47711 Clipper St  Plymouth, MI  United States  48170-3591"
966,"Tucsen Photonics Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101511"")",No Description Found,"=HYPERLINK(""http://www.tucsen.com"")","Tucsen Photonics Co., Ltd.  West Building No.1  West Building No.1, Zone D, 89 Ruanjian Avenue, Gulou Area, Fuzhou, Fujian 350003, China  Fuzhou, FJ  China  350003"
5139,Turning Point Lasers Corporation,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101316"")","Turning Point Lasers Corp., Hsinchu, Taiwan, is an optoelectronics company which provides a total solution for our customers by integrating our proprietary designed chips, high plug efficiency modules, and direct diode lasers system. We provide high brightness conduction cooled fiber-coupled pump lasers, full wavelength locked 976nm laser module, stack lasers: 940nm 100W-300W conduction cooled QCW G-stack; direct diode laser system, and tailored Co-innovative manufacturing support service.","=HYPERLINK(""http://www.tplasers.com"")","Turning Point Lasers Corporation  4F No. 24-2 Industry E. 4th Rd, East Dist.  Hsinchu  Taiwan  300093"
4205,Twenty-One Semiconductors GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103281"")",No Description Found,"=HYPERLINK(""http://www.21semiconductors.com"")",Twenty-One Semiconductors GmbH  Kiefernweg 4  Neckartenzlingen  Germany  72654
2526,"TwinStar Optics, Coatings & Crystals, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102650"")","TwinStar is a global leader in the fabrication and coating of precision optics and coatings. TwinStar’s coating lab produces high damage coatings from the UV thru the far IR including solderable edge metallization. TwinStar fabricates waveplates, etalons, lens ducts, laser stabs/rods, prisms, mirrors, and provides bonding and optical assembly services and also works with linear/non-linear laser crystals including YAG, KTP and LBO. TwinStar is now manufacturing erbium and Neodymium laser glass.","=HYPERLINK(""http://www.twinstaroptics.com"")","TwinStar Optics, Coatings & Crystals, Inc.  6741 Commerce Ave  Port Richey, FL  United States  34668-6815"
960,"UC Components, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101252"")","UC is a pioneer & innovator in vented screw manufacturing, providing effective solutions for HV, UHV, & other clean-critical applications. Their RediVac® screws, washers, & hex nuts are engineered for faster pump-down & more complete evacuation of vacuum systems. They offer an extensive range of vacuum-compatible finishes designed to prevent galling and/or improve the corrosion resistance of the treated component. Their RediVac® O-rings are cleaned & baked to minimize outgassing under vacuum.","=HYPERLINK(""http://www.uccomponents.com"")","UC Components, Inc.  18700 Adams Ct  Morgan Hill, CA  United States  95037-2804"
3635,"ULTRA TEC Mfg., Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101473"")",No Description Found,"=HYPERLINK(""http://www.ultratecusa.com"")","ULTRA TEC Mfg Inc  1025 E Chestnut Ave  Santa Ana, CA  United States  92701-6425"
2039,Ultrafast Systems LLC,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101699"")",No Description Found,"=HYPERLINK(""http://www.ultrafastsystems.com"")","Ultrafast Systems LLC  8330 Consumer Ct  Sarasota, FL  United States  34240-7868"
2044,"Umicore Optical Materials USA, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101858"")","At Umicore, Electro-Optic Materials (EOM) delivers high-performance materials and solutions for diverse industries through two business lines: Infrared Solutions and Germanium Solutions. Infrared Solutions provide IR materials, coatings, lenses, and assemblies for thermal imaging and sensing using Ge, GASIR®, and Tessella™ wafer optics. Germanium Solutions offer Ge substrates, high-purity Ge, GeCl4, and recycling solutions for solar cells, photonics, LEDs, and optical fibers, etc.","=HYPERLINK(""http://www.umicore.com"")","Umicore Optical Materials USA, Inc.  2976 S 614 Rd  Quapaw, OK  United States  74363-1884"
958,"UNI Optics Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101795"")","UNI Optics specialize on high precision optics and lens system in China for many years. We provide our customers with one-stop optical solutions. Our highly skilled team with more than 18 years experience in designing, manufacturing, assembling and testing. Our integrated assemblies lenses, prisms, mirrors and filters are widely used in factory automation, lasers, medical/life science, biometric, etc., From prototype to volume production, we will work with you to ensure the project succeed.","=HYPERLINK(""http://www.uni-optics.com"")","UNI Optics Co., Ltd.  High-tech Development Zone Bldg 3  No 66 Anxia, Gaoqi Industrial Zone  Fuzhou, FJ  China  350109"
5115,Unice E-O Services Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101759"")","UNICE specializes in high-precision optical fixtures, customized components, and ODM system integration, driven by quality and innovation. As agents for optical inspection institutions and equipment importers, we enhance domestic production and support academic and industrial labs. With ISO 9001 and ISO 13485 certifications, we guarantee excellence. Focused on healthcare, green energy, and biomedical industries, UNICE delivers cutting-edge optical-smart-energy solutions worldwide.","=HYPERLINK(""http://www.unice-eo.com"")",Unice E-O Services Inc.  No 5 Andong Rd Chungli District  Taoyuan City  Taiwan  32063
"4923, 5017",United Kingdom Pavilion,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101649"")",No Description Found,"=HYPERLINK(""http://www.scs-expo.co.uk"")",United Kingdom Pavilion  275 London Road  Portsmouth  United Kingdom  PO2 9HE
"1948, 1949",Universal Photonics Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101412"")","Universal Photonics® is a world-leader in critical surfacing preparation materials. Our dedication to the advancement of surfacing technology in all phases of fabrication spans nearly a century, and is supported with state-of-art laboratory, manufacturing and distribution facilities worldwide. More than offer an extensive line of 9000+ quality products, UPI applies the Science of Surfacing® to all applications. Connect with an applications expert for all surfacing questions.","=HYPERLINK(""https://universalphotonics.com/"")","Universal Photonics Inc.  85 Jetson Ln  Central Islip, NY  United States  11722-1202"
3233,UpNano GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101913"")","UpNano is focused on the development, manufacturing, and commercialization of high-resolution 3D printers and micropart production. The technology is based on 2-photon-polymerization, offering resolution below 100 nm. UpNano provides hardware, software, and optimized printing materials for polymeric micropart fabrication along with an industrial micropart production service. UpNano’s systems can print objects ranging from the sub-micrometer to the centimeter range.","=HYPERLINK(""http://www.upnano.com"")",UpNano GmbH  Modecenterstrasse 22/D36  Wien  Austria  1030
4929,Ushio Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103221"")","Ushio is a leading manufacturer of LED and laser diodes. For LED, we offers the industry's broadest range, spanning from 365nm to 1900nm, including the world's first SWIR Flip Chip LED. Ushio excels in proposing small-quantity customized products. For laser diodes, with integrated in-house production from chip design, epitaxial growth to final packaging in the UV, red, and IR wavelengths, we offer our products for industrial applications, visual imaging, life science, and biomedical fields.","=HYPERLINK(""http://www.ushio.co.jp/en/"")","Ushio Inc.  1-6-5 Marunouchi Chiyoda-ku,  Tokyo  Japan  100-8150"
167,"Vacuum Engineering & Materials, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103578"")",No Description Found,"=HYPERLINK(""http://www.vem-co.com"")","Vacuum Engineering & Materials Inc  390 Reed St  Santa Clara, CA  United States  95050-3108"
256,"Vacuum Innovations, LLC","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101464"")","At Vacuum Innovations, we enhance optical performance through innovative coating solutions. With 30 years of expertise, we deliver precise, repeatable optical coatings. Committed to quality, innovation, and customer satisfaction, we ensure every product meets the highest standards. Let us design your custom deposition system, coat your next project, or upgrade your current system.","=HYPERLINK(""http://www.vacuuminnovations.com"")","Vacuum Innovations, LLC  90 Ossian St  Dansville, NY  United States  14437-9101"
1968,Valley Design Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102924"")","Valley Design is an AS9100D/ISO 9001:2015, ITAR registered manufacturer of standard and custom substrates, wafers, windows, precision shims / spacers and other flat optical components. Services: 5 axis CNC machining, precision lapping, polishing & dicing. Special capabilities: Ultra-thin to 10um, Ultra-flat to 1/10 wave, Superpolishing 1 Angstrom, Tight Tolerances +/- .5um. Materials Processed: Fused Silica, Quartz, Glass, Aluminum Nitride, 96% / 99.6% Alumina, Sapphire, Metals, Exotic mat'ls.","=HYPERLINK(""http://www.valleydesign.com"")","Valley Design Corp.  2 Shaker Rd Bldg E-001  Shirley, MA  United States  01464-2525"
1760,Valtech Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101269"")","Valtech Corporation is a global specialty chemical and materials manufacturer offering a variety of consumable products associated with precision optics processing. Products include temporary adhesives, precision cleaning detergents, slicing coolants and various consumables used in the wafer slicing process. All products are manufactured internally, supplied directly and supported from three global manufacturing sites.","=HYPERLINK(""http://www.valtechcorp.com"")","Valtech Corp.  2113 Sanatoga Station Rd  Pottstown, PA  United States  19464-3275"
5510,Vanguard Automation GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102623"")",No Description Found,"=HYPERLINK(""http://www.vanguard-automation.com"")",Vanguard Automation GmbH  Gablonzer Str. 10  Karlsruhe  Germany  76185
2067,"V&D New Materials (Jiangsu) Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102710"")",No Description Found,"=HYPERLINK(""http://www.vdmetal.com"")","V&D New Materials (Jiangsu) Co Ltd  Haizhou Economic Development Zone  No 103 Qufeng Rd.  Lianyungang City, AH  China  JS 222000"
2438,Veeco Instruments Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102994"")",No Description Found,"=HYPERLINK(""http://www.veeco.com"")","Veeco Instruments Inc  1 Terminal Dr  Plainview, NY  United States  11803-2303"
3411,Vermont Photonics Technologies Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101409"")",No Description Found,"=HYPERLINK(""http://www.vermontphotonics.com"")","Vermont Photonics Technologies Corp  471 US Route 5  Dummerston, VT  United States  05301-9412"
236,"Vertex Optics, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103187"")",No Description Found,"=HYPERLINK(""http://www.vertexoptics.com"")","Vertex Optics Inc  90 Victor Heights Pkwy  Victor, NY  United States  14564-9010"
5405,Vertilite Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101865"")",No Description Found,"=HYPERLINK(""http://www.vertilite.com"")","Vertilite Inc  2178 Paragon Dr  San Jose, CA  United States  95131-1305"
2443,Vescent,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101652"")",No Description Found,"=HYPERLINK(""http://www.vescent.com"")","Vescent  14998 W 6th Ave Ste 700  Golden, CO  United States  80401-5025"
